number,title,url,difficulty,likes,dislikes,accepted,submissions,acceptance,popularity
906,Super Palindromes,https://leetcode.com/problems/super-palindromes,Hard,284,363,20269,51975,38.997594997594994,0.7823691460055097
1515,Best Position for a Service Centre,https://leetcode.com/problems/best-position-for-a-service-centre,Hard,136,174,7933,19969,39.726576193099305,0.7816091954022989
66,Plus One,https://leetcode.com/problems/plus-one,Easy,2792,3589,929206,2217086,41.911139216070104,0.7779325717470047
1093,Statistics from a Large Sample,https://leetcode.com/problems/statistics-from-a-large-sample,Medium,24,31,11674,24793,47.08587101197919,0.7741935483870968
671,Second Minimum Node In a Binary Tree,https://leetcode.com/problems/second-minimum-node-in-a-binary-tree,Easy,946,1230,113295,263154,43.05273718051027,0.7691056910569106
575,Distribute Candies,https://leetcode.com/problems/distribute-candies,Easy,809,1059,179301,276236,64.90862885358895,0.7639282341831917
1389,Create Target Array in the Given Order,https://leetcode.com/problems/create-target-array-in-the-given-order,Easy,650,852,112884,132479,85.20897651703288,0.7629107981220657
1610,Maximum Number of Visible Points,https://leetcode.com/problems/maximum-number-of-visible-points,Hard,238,314,13793,41221,33.46109992479561,0.7579617834394905
345,Reverse Vowels of a String,https://leetcode.com/problems/reverse-vowels-of-a-string,Easy,1206,1601,300815,654718,45.94573541585843,0.7532792004996877
606,Construct String from Binary Tree,https://leetcode.com/problems/construct-string-from-binary-tree,Easy,1107,1477,111872,197974,56.50843039995151,0.7494922139471902
1379,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,https://leetcode.com/problems/find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree,Medium,562,750,87109,102541,84.95041007987048,0.7493333333333333
195,Tenth Line,https://leetcode.com/problems/tenth-line,Easy,213,286,65950,201441,32.739114678739675,0.7447552447552448
453,Minimum Moves to Equal Array Elements,https://leetcode.com/problems/minimum-moves-to-equal-array-elements,Easy,1009,1357,102060,196114,52.04115973362432,0.7435519528371407
375,Guess Number Higher or Lower II,https://leetcode.com/problems/guess-number-higher-or-lower-ii,Medium,1184,1593,82206,187819,43.768734792539625,0.7432517263025737
1250,Check If It Is a Good Array,https://leetcode.com/problems/check-if-it-is-a-good-array,Hard,176,238,10801,18849,57.30277468300705,0.7394957983193278
747,Largest Number At Least Twice of Others,https://leetcode.com/problems/largest-number-at-least-twice-of-others,Easy,511,698,126801,288337,43.976666192684256,0.7320916905444126
1080,Insufficient Nodes in Root to Leaf Paths,https://leetcode.com/problems/insufficient-nodes-in-root-to-leaf-paths,Medium,301,413,20854,41083,50.760655258866194,0.7288135593220338
1154,Day of the Year,https://leetcode.com/problems/day-of-the-year,Easy,182,250,26652,53072,50.21857099788966,0.728
1006,Clumsy Factorial,https://leetcode.com/problems/clumsy-factorial,Medium,139,192,17449,32175,54.23154623154623,0.7239583333333334
1432,Max Difference You Can Get From Changing an Integer,https://leetcode.com/problems/max-difference-you-can-get-from-changing-an-integer,Medium,118,163,11012,25511,43.16569323037121,0.7239263803680982
963,Minimum Area Rectangle II,https://leetcode.com/problems/minimum-area-rectangle-ii,Medium,250,350,19325,36122,53.499252533082334,0.7142857142857143
987,Vertical Order Traversal of a Binary Tree,https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree,Hard,1931,2718,157052,399037,39.357753792254854,0.710448859455482
932,Beautiful Array,https://leetcode.com/problems/beautiful-array,Medium,692,979,30998,48925,63.35820132856412,0.7068437180796732
892,Surface Area of 3D Shapes,https://leetcode.com/problems/surface-area-of-3d-shapes,Easy,353,503,24807,40998,60.50782965022684,0.7017892644135189
50,"Pow(x, n)",https://leetcode.com/problems/powx-n,Medium,2908,4188,695467,2211993,31.44074144900097,0.6943648519579751
482,License Key Formatting,https://leetcode.com/problems/license-key-formatting,Easy,652,940,179183,415247,43.1509438960426,0.6936170212765957
427,Construct Quad Tree,https://leetcode.com/problems/construct-quad-tree,Medium,373,542,31886,50197,63.521724405840985,0.6881918819188192
999,Available Captures for Rook,https://leetcode.com/problems/available-captures-for-rook,Easy,363,528,44677,66051,67.64015684849586,0.6875
1600,Throne Inheritance,https://leetcode.com/problems/throne-inheritance,Medium,141,207,9841,15889,61.93593051796841,0.6811594202898551
1904,The Number of Full Rounds You Have Played,https://leetcode.com/problems/the-number-of-full-rounds-you-have-played,Medium,125,184,13867,28293,49.01212313999929,0.6793478260869565
223,Rectangle Area,https://leetcode.com/problems/rectangle-area,Medium,630,929,125162,320502,39.05186239087431,0.6781485468245425
196,Delete Duplicate Emails,https://leetcode.com/problems/delete-duplicate-emails,Easy,645,952,170798,353006,48.38388016067716,0.6775210084033614
7,Reverse Integer,https://leetcode.com/problems/reverse-integer,Easy,5496,8214,1718725,6587075,26.092385466994077,0.6691015339663988
1761,Minimum Degree of a Connected Trio in a Graph,https://leetcode.com/problems/minimum-degree-of-a-connected-trio-in-a-graph,Hard,97,145,8529,21546,39.58507379560011,0.6689655172413793
1646,Get Maximum in Generated Array,https://leetcode.com/problems/get-maximum-in-generated-array,Easy,223,335,41584,80095,51.91834696298145,0.6656716417910448
1507,Reformat Date,https://leetcode.com/problems/reformat-date,Easy,159,240,24815,41067,60.425645895731364,0.6625
667,Beautiful Arrangement II,https://leetcode.com/problems/beautiful-arrangement-ii,Medium,602,917,44662,75663,59.027529968412566,0.6564885496183206
598,Range Addition II,https://leetcode.com/problems/range-addition-ii,Easy,419,645,50031,98493,50.79650330480339,0.6496124031007752
275,H-Index II,https://leetcode.com/problems/h-index-ii,Medium,593,914,147220,402301,36.59449019515238,0.6487964989059081
592,Fraction Addition and Subtraction,https://leetcode.com/problems/fraction-addition-and-subtraction,Medium,256,398,25241,49477,51.01562342098349,0.6432160804020101
371,Sum of Two Integers,https://leetcode.com/problems/sum-of-two-integers,Medium,1927,3001,242897,479183,50.68981996439773,0.6421192935688104
497,Random Point in Non-overlapping Rectangles,https://leetcode.com/problems/random-point-in-non-overlapping-rectangles,Medium,354,552,31880,81558,39.08874665881949,0.6413043478260869
789,Escape The Ghosts,https://leetcode.com/problems/escape-the-ghosts,Medium,250,390,18611,31413,59.246171967020025,0.6410256410256411
1311,Get Watched Videos by Your Friends,https://leetcode.com/problems/get-watched-videos-by-your-friends,Medium,165,259,13326,29861,44.62677070426309,0.637065637065637
682,Baseball Game,https://leetcode.com/problems/baseball-game,Easy,809,1273,125158,183077,68.36358472118289,0.6355066771406127
357,Count Numbers with Unique Digits,https://leetcode.com/problems/count-numbers-with-unique-digits,Medium,702,1105,93181,187713,49.64014213187153,0.6352941176470588
1914,Cyclically Rotating a Grid,https://leetcode.com/problems/cyclically-rotating-a-grid,Medium,128,202,7053,16121,43.750387693071154,0.6336633663366337
1487,Making File Names Unique,https://leetcode.com/problems/making-file-names-unique,Medium,257,407,16630,51196,32.483006484881635,0.6314496314496314
447,Number of Boomerangs,https://leetcode.com/problems/number-of-boomerangs,Medium,495,784,75797,143388,52.86146678941055,0.6313775510204082
1108,Defanging an IP Address,https://leetcode.com/problems/defanging-an-ip-address,Easy,825,1307,351176,396628,88.54039553435462,0.6312165263963274
27,Remove Element,https://leetcode.com/problems/remove-element,Easy,2510,3984,965874,1927041,50.1221302504721,0.6300200803212851
12,Integer to Roman,https://leetcode.com/problems/integer-to-roman,Medium,2165,3453,542415,934796,58.02495945639477,0.6269910222994498
414,Third Maximum Number,https://leetcode.com/problems/third-maximum-number,Easy,1231,1974,258082,836225,30.862746270441566,0.6236068895643364
274,H-Index,https://leetcode.com/problems/h-index,Medium,996,1598,210808,573098,36.78393573175966,0.623279098873592
636,Exclusive Time of Functions,https://leetcode.com/problems/exclusive-time-of-functions,Medium,1224,1965,124046,218242,56.83873864792295,0.6229007633587786
1357,Apply Discount Every n Orders,https://leetcode.com/problems/apply-discount-every-n-orders,Medium,87,140,12213,18035,67.71832547823676,0.6214285714285714
563,Binary Tree Tilt,https://leetcode.com/problems/binary-tree-tilt,Easy,1024,1650,126042,231515,54.44226076064186,0.6206060606060606
1252,Cells with Odd Values in a Matrix,https://leetcode.com/problems/cells-with-odd-values-in-a-matrix,Easy,543,880,67613,86115,78.51477675201764,0.6170454545454546
601,Human Traffic of Stadium,https://leetcode.com/problems/human-traffic-of-stadium,Hard,271,441,48224,101517,47.50337381916329,0.6145124716553289
868,Binary Gap,https://leetcode.com/problems/binary-gap,Easy,348,568,50925,82930,61.40721090075968,0.6126760563380281
1313,Decompress Run-Length Encoded List,https://leetcode.com/problems/decompress-run-length-encoded-list,Easy,567,933,151981,177567,85.59079108167622,0.6077170418006431
1175,Prime Arrangements,https://leetcode.com/problems/prime-arrangements,Easy,189,314,17227,33175,51.9276563677468,0.6019108280254777
1409,Queries on a Permutation With Key,https://leetcode.com/problems/queries-on-a-permutation-with-key,Medium,272,457,32714,39754,82.29109020475927,0.5951859956236324
233,Number of Digit One,https://leetcode.com/problems/number-of-digit-one,Hard,486,818,56070,173488,32.31923821820529,0.5941320293398533
151,Reverse Words in a String,https://leetcode.com/problems/reverse-words-in-a-string,Medium,2002,3404,568547,2231133,25.482434260978614,0.5881316098707403
483,Smallest Good Base,https://leetcode.com/problems/smallest-good-base,Hard,226,386,15244,41250,36.95515151515151,0.5854922279792746
26,Remove Duplicates from Sorted Array,https://leetcode.com/problems/remove-duplicates-from-sorted-array,Easy,4618,7893,1622420,3415512,47.501516610101206,0.5850753832509819
824,Goat Latin,https://leetcode.com/problems/goat-latin,Easy,574,998,125928,187436,67.18453232036535,0.5751503006012024
1040,Moving Stones Until Consecutive II,https://leetcode.com/problems/moving-stones-until-consecutive-ii,Medium,261,454,6957,12703,54.76659056915689,0.5748898678414097
1604,Alert Using Same Key-Card Three or More Times in a One Hour Period,https://leetcode.com/problems/alert-using-same-key-card-three-or-more-times-in-a-one-hour-period,Medium,104,181,9798,22068,44.399129961935834,0.574585635359116
1037,Valid Boomerang,https://leetcode.com/problems/valid-boomerang,Easy,178,311,26655,71288,37.3905846706318,0.572347266881029
365,Water and Jug Problem,https://leetcode.com/problems/water-and-jug-problem,Medium,549,961,52471,161413,32.50729495145992,0.5712799167533819
507,Perfect Number,https://leetcode.com/problems/perfect-number,Easy,437,767,87343,236315,36.96041300806127,0.5697522816166884
1441,Build an Array With Stack Operations,https://leetcode.com/problems/build-an-array-with-stack-operations,Easy,339,597,48173,68259,70.57384374221715,0.5678391959798995
89,Gray Code,https://leetcode.com/problems/gray-code,Medium,1173,2074,214137,398092,53.790832269927556,0.5655737704918032
949,Largest Time for Given Digits,https://leetcode.com/problems/largest-time-for-given-digits,Medium,485,858,64585,179963,35.88793251946233,0.5652680652680653
1034,Coloring A Border,https://leetcode.com/problems/coloring-a-border,Medium,240,429,15594,33544,46.48819461006439,0.5594405594405595
125,Valid Palindrome,https://leetcode.com/problems/valid-palindrome,Easy,2355,4225,953213,2415245,39.46651374912276,0.557396449704142
68,Text Justification,https://leetcode.com/problems/text-justification,Hard,1261,2272,191737,599870,31.963092003267374,0.5550176056338029
401,Binary Watch,https://leetcode.com/problems/binary-watch,Easy,799,1478,100505,203669,49.34722515453996,0.540595399188092
1227,Airplane Seat Assignment Probability,https://leetcode.com/problems/airplane-seat-assignment-probability,Medium,296,548,20200,32088,62.95188232361008,0.5401459854014599
319,Bulb Switcher,https://leetcode.com/problems/bulb-switcher,Medium,725,1354,98984,214778,46.086656920168735,0.5354505169867061
458,Poor Pigs,https://leetcode.com/problems/poor-pigs,Hard,574,1072,31750,57829,54.903249234812975,0.5354477611940298
1332,Remove Palindromic Subsequences,https://leetcode.com/problems/remove-palindromic-subsequences,Easy,91,172,48161,69991,68.81027560686374,0.5290697674418605
1348,Tweet Counts Per Frequency,https://leetcode.com/problems/tweet-counts-per-frequency,Medium,62,118,20233,49561,40.824438570650315,0.5254237288135594
166,Fraction to Recurring Decimal,https://leetcode.com/problems/fraction-to-recurring-decimal,Medium,1309,2497,161028,705476,22.825439844870697,0.5242290748898678
998,Maximum Binary Tree II,https://leetcode.com/problems/maximum-binary-tree-ii,Medium,292,562,23322,36044,64.70425036067029,0.5195729537366548
478,Generate Random Point in a Circle,https://leetcode.com/problems/generate-random-point-in-a-circle,Medium,324,624,30666,78498,39.0659634640373,0.5192307692307693
1418,Display Table of Food Orders in a Restaurant,https://leetcode.com/problems/display-table-of-food-orders-in-a-restaurant,Medium,146,282,16032,22604,70.92549991152009,0.5177304964539007
165,Compare Version Numbers,https://leetcode.com/problems/compare-version-numbers,Medium,905,1772,254644,808540,31.494298364954115,0.5107223476297968
749,Contain Virus,https://leetcode.com/problems/contain-virus,Hard,172,337,7183,14612,49.158226115521494,0.5103857566765578
858,Mirror Reflection,https://leetcode.com/problems/mirror-reflection,Medium,344,684,25100,42167,59.525221144496875,0.5029239766081871
825,Friends Of Appropriate Ages,https://leetcode.com/problems/friends-of-appropriate-ages,Medium,446,892,52549,117420,44.753023335036616,0.5
535,Encode and Decode TinyURL,https://leetcode.com/problems/encode-and-decode-tinyurl,Medium,985,1975,152491,183969,82.88950855850715,0.49873417721518987
640,Solve the Equation,https://leetcode.com/problems/solve-the-equation,Medium,311,634,29577,68688,43.059923130677845,0.49053627760252366
65,Valid Number,https://leetcode.com/problems/valid-number,Hard,224,458,227937,1345351,16.942567404342807,0.4890829694323144
1170,Compare Strings by Frequency of the Smallest Character,https://leetcode.com/problems/compare-strings-by-frequency-of-the-smallest-character,Medium,408,840,59683,98367,60.67380320635986,0.4857142857142857
1016,Binary String With Substrings Representing 1 To N,https://leetcode.com/problems/binary-string-with-substrings-representing-1-to-n,Medium,201,424,24655,42194,58.43247855145282,0.4740566037735849
